Cena,Miasto,Dzielnica,Cena za m2,M2,Pokoje,Pietro,Szerokosc,Dlugosc
620000,Gdynia,Obłuże,9687,64.0,2,1,54.5612744,18.5093776
379000,Gdynia,Orłowo,7876,48.12,2,2,54.4848249,18.5438598
569000,Gdańsk,Zaspa,11612,49.0,3,4,54.3975453,18.5955881
569000,Gdańsk,Żabianka,11854,48.0,3,0,54.4219942,18.5848193
569000,Gdańsk,Przymorze,11612,49.0,1,4,54.4055519,18.58841057108618
699999,Gdańsk,Wrzeszcz,11290,62.0,2,2,54.3826816,18.6167422
592000,Gdańsk,Młyniska,11086,53.4,1,1,54.3789811,18.6309741
595000,Gdańsk,Młode miasto,19833,30.0,4,4,54.3588463,18.6536521
464000,Gdynia,Śródmieście,13975,33.2,3,1,54.5155256,18.5387201
1970000,Gdańsk,Długie ogrody,20957,94.0,2,1,54.3494168,18.6602316
379000,Gdynia,Chylonia,8653,43.8,3,0,54.5379601,18.4583604
1058717,Gdańsk,Przymorze,14499,73.02,3,0,54.4141882,18.598898
636000,Gdańsk,Przymorze,12569,50.6,3,2,54.4075598,18.5814495
669000,Gdańsk,Dolne miasto,8920,75.0,1,1,54.3434267,18.6640923
949000,Gdynia,Chwarzno,11433,83.0,4,6,54.5009485,18.4386309
539000,Gdańsk,Jasień,11171,48.25,2,1,54.3272503,18.5595174
480000,Gdańsk,Młode miasto,15483,31.0,3,1,54.3588463,18.6536521
2800000,Gdańsk,Śródmieście,29787,94.0,2,2,54.3558637,18.661659
449000,Gdynia,Wielki Kack,11693,38.4,3,3,54.4686412,18.490985
679000,Gdańsk,Oliwa,13580,50.0,2,3,54.4063189,18.5614956
824000,Gdynia,Działki Leśne,20998,39.24,2,2,54.5140467,18.520312681018645
769000,Gdynia,Chwarzno,11581,66.4,2,1,54.500733,18.4428336
915000,Gdynia,Działki Leśne,20996,43.58,3,10,54.5140467,18.520312681018645
375000,Gdańsk,Przymorze,9868,38.0,2,1,54.4087838,18.5891854
925000,Gdańsk,Siedlce,13214,70.0,3,1,54.35265565,18.61257712578992
1089000,Gdynia,Chwarzno,13949,78.07,3,2,54.5008511,18.4367993
619000,Gdańsk,Siedlce,11903,52.0,3,2,54.3502967,18.624454
440000,Gdynia,Oksywie,6656,66.1,3,0,54.5423643,18.550196051452584
670000,Gdynia,Wielki Kack,6700,100.0,3,7,54.4686412,18.490985
459000,Gdynia,Leszczynki,8721,52.63,2,2,54.5345918,18.4877259
5500000,Sopot,Dolny Sopot,47826,115.0,3,1,54.4412515,18.5729606
849000,Gdynia,Oksywie,10391,81.7,2,1,54.5492846,18.5241345
500000,Gdynia,Śródmieście,11067,45.18,2,3,54.5161278,18.5383627
849000,Gdynia,Oksywie,10391,81.7,1,1,54.5492846,18.5241345
360000,Gdynia,Wielki Kack,11881,30.3,3,10,54.4686412,18.490985
750000,Gdańsk,Śródmieście,15378,48.77,2,2,54.3545321,18.6480577
470000,Gdynia,Chylonia,8545,55.0,2,3,54.5392602,18.471961
699000,Gdynia,Oksywie,10770,64.9,5,2,54.5527074,18.541795
399000,Gdańsk,Łostowice,11735,34.0,3,0,54.31051,18.5888248
459000,Gdańsk,Jasień,11222,40.9,4,0,54.3304206,18.5558035
599000,Gdańsk,Chełm,9447,63.4,3,2,54.3388283,18.6255804
579000,Gdańsk,Jasień,9205,62.9,2,5,54.3425831,18.5638165
549000,Gdańsk,Zaspa,9803,56.0,3,0,54.394244,18.5874811
760000,Gdynia,Karwiny,9500,80.0,3,3,54.4736785,18.4896054
549000,Gdańsk,Chełm,14955,36.71,2,3,54.3379535,18.6228929
699187,Gdańsk,Śródmieście,13749,50.85,3,0,54.3584458,18.6514304
592627,Gdańsk,Śródmieście,14080,42.09,3,1,54.3584458,18.6514304
459000,Gdynia,Redłowo,11236,40.85,2,0,54.4911699,18.5434649
439000,Gdynia,Grabówek,13303,33.0,4,0,54.5226564,18.5158174
760000,Gdańsk,Jasień,11279,67.38,1,1,54.3349283,18.559323
530000,Gdańsk,Zaspa,10995,48.2,3,5,54.392617,18.6054708
1750000,Gdańsk,Stare Przedmieście,19003,92.09,1,4,54.345155,18.6458535
595000,Gdańsk,Młode miasto,20053,29.67,3,3,54.3588463,18.6536521
650000,Gdańsk,Jasień,10223,63.58,2,0,54.3358541,18.5570297
430000,Gdynia,Śródmieście,12285,35.0,4,4,54.5208405,18.5320953
640000,Gdańsk,Jasień,11116,57.57,3,4,54.3226204,18.5613295
499000,Gdańsk,Dolne miasto,12828,38.9,2,9,54.3407336,18.6535082
564000,Gdynia,Pustki Cisowskie,7073,79.73,1,1,54.5380364,18.4381951
669000,Gdańsk,Chełm,10790,62.0,3,1,54.3320361,18.6290213
620000,Gdańsk,Długie ogrody,11698,53.0,4,3,54.3490788,18.6663406
430000,Gdynia,Śródmieście,12285,35.0,1,3,54.5208405,18.5320953
289000,Gdańsk,Łostowice,11115,26.0,3,1,54.3152398,18.5911515
489000,Gdynia,Chylonia,9056,54.0,4,0,54.5448438,18.4619638
399000,Gdynia,Cisowa,7255,54.99,4,9,54.5472004,18.4416844
729000,Gdynia,Witomino,13978,52.15,2,3,54.5013275,18.5147885
3114400,Gdańsk,Jelitkowo,34224,91.0,3,3,54.4217032,18.6019497
2800000,Gdynia,Kamienna Góra,28961,96.68,2,2,54.5113078,18.5410134
540000,Gdańsk,Jasień,12857,42.0,4,0,54.3456465,18.5303984
1750000,Gdynia,Śródmieście,27403,63.86,3,4,54.5162992,18.5380733
1200000,Gdynia,Śródmieście,27771,43.21,2,5,54.5162992,18.5380733
450000,Gdynia,Dąbrowa,6250,72.0,2,7,54.4713278,18.4516186
599000,Gdańsk,Jasień,10768,55.63,3,4,54.3349283,18.559323
669000,Gdańsk,Kiełpinek,13118,51.0,2,2,54.350542,18.5374307
690000,Gdańsk,Zakoniczyn,9200,75.0,3,1,54.3179487,18.5682681
397000,Gdynia,Chylonia,9566,41.5,4,2,54.5379601,18.4583604
449000,Gdynia,Grabówek,6735,66.66,3,8,54.5300856,18.5020232
669000,Sopot,Dolny Sopot,12865,52.0,2,0,54.4456731,18.5650128
759000,Gdańsk,Orunia Górna,11725,64.73,1,2,54.3254912,18.6165449
1099000,Gdańsk,Przymorze,17623,62.36,4,3,54.4087838,18.5891854
479000,Gdańsk,Długie ogrody,12442,38.5,4,1,54.3461819,18.6606052
650000,Gdańsk,Długie ogrody,17971,36.17,4,3,54.3445039,18.6632833
699000,Gdańsk,Śródmieście,12594,55.5,2,0,54.3522919,18.6475883
1000000,Gdynia,Wiczlino,11236,89.0,3,5,54.4939336,18.4306437
1299000,Gdańsk,Jasień,9551,136.0,2,1,54.3351778,18.5369855
1232000,Sopot,Dolny Sopot,35000,35.2,5,0,54.4429147,18.5626164
339000,Gdynia,Witomino,9641,35.16,4,1,54.5011822,18.50874
849000,Gdańsk,Nowy Port,8602,98.69,2,0,54.3983684,18.6740365
690000,Gdańsk,Jasień,10781,64.0,2,0,54.3272503,18.5595174
2598180,Gdańsk,Śródmieście,19500,133.24,4,3,54.3456228,18.6558958
310000,Gdynia,Chylonia,8201,37.8,1,2,54.5422938,18.4620586
979900,Gdańsk,Wrzeszcz,11528,85.0,2,1,54.3758422,18.6237968
429900,Gdańsk,Jasień,10485,41.0,2,2,54.3235259,18.556442
499000,Gdańsk,Ujeścisko,9415,53.0,3,4,54.328373,18.5982754
462000,Gdynia,Cisowa,7700,60.0,5,2,54.5489949,18.4457365
475000,Gdynia,Karwiny,9477,50.12,3,2,54.4698104,18.5070831
749000,Gdańsk,Młode miasto,11263,66.5,2,3,54.3634523,18.6469647
1599999,Gdańsk,Oliwa,17126,93.42,3,2,54.4089034,18.5648624
1290000,Gdańsk,Brzeźno,32250,40.0,3,4,54.4061611,18.6443132
389000,Gdańsk,Łostowice,9572,40.64,2,0,54.3152398,18.5911515
949000,Gdynia,Grabówek,9303,102.0,2,0,54.5227643,18.5197447
679000,Gdynia,Działki Leśne,10951,62.0,3,1,54.5180662,18.5307253
2625000,Gdańsk,Jelitkowo,35000,75.0,1,0,54.4215822,18.6017177
469000,Gdańsk,Zakoniczyn,10422,45.0,3,2,54.3189392,18.5833767
599000,Gdańsk,Zakoniczyn,7987,75.0,3,1,54.3179487,18.5682681
1390000,Gdynia,Śródmieście,28058,49.54,2,0,54.5127506,18.5396818
499000,Gdańsk,Chełm,7870,63.4,3,1,54.3382684,18.6062619
595000,Gdańsk,Chełm,9459,62.9,2,4,54.3370068,18.6258153
360000,Gdynia,Chylonia,10000,36.0,3,0,54.5388666,18.4812602
529000,Gdańsk,Wrzeszcz,12231,43.25,3,1,54.3854213,18.6221429
699000,Gdańsk,Śródmieście,12594,55.5,1,0,54.3468793,18.6443526
569000,Gdańsk,Wrzeszcz,10838,52.5,2,1,54.3868284,18.6246449
749000,Gdynia,Wiczlino,11703,64.0,2,3,54.4839443,18.4369961
345000,Gdańsk,Śródmieście,12321,28.0,2,0,54.3468793,18.6443526
575000,Gdańsk,Jasień,12956,44.38,2,0,54.338969,18.5396705
535000,Gdańsk,Stogi,9727,55.0,2,3,54.3739022,18.7031185
490000,Gdańsk,Łostowice,12538,39.08,3,2,54.3152398,18.5911515
330000,Gdynia,Witomino,9746,33.86,3,0,54.5013131,18.5144914
599000,Gdynia,Chwarzno,13021,46.0,2,1,54.500733,18.4428336
598000,Gdynia,Cisowa,9522,62.8,3,0,54.5492188,18.4445379
470000,Gdańsk,Młyniska,10262,45.8,3,1,54.3708051,18.648289
389000,Gdynia,Chylonia,8728,44.57,2,7,54.5375896,18.476903
749000,Gdańsk,Przymorze,13870,54.0,2,4,54.4059819,18.6039015
949000,Gdynia,Mały Kack,15284,62.09,3,1,54.4701816,18.51887
630000,Gdynia,Mały Kack,15206,41.43,2,1,54.4736509,18.5070401
915000,Sopot,Dolny Sopot,19062,48.0,2,0,54.4426601,18.56286703474628
669000,Gdańsk,Kiełpinek,13117,51.0,3,1,54.350542,18.5374307
522875,Gdańsk,Wrzeszcz,12500,41.83,4,3,54.3756492,18.6112692
1355000,Gdańsk,Śródmieście,17947,75.5,1,4,54.3497207,18.6392001
1460000,Gdańsk,Oliwa,19466,75.0,4,1,54.4098972,18.5718547
538000,Gdańsk,Chełm,8485,63.4,3,5,54.3382684,18.6062619
345000,Gdańsk,Długie ogrody,12321,28.0,2,1,54.3483443,18.6698787
850000,Gdynia,Pogórze,12143,70.0,3,1,54.557956450000006,18.481311262201157
569000,Gdańsk,Wrzeszcz,10736,53.0,3,0,54.3868284,18.6246449
690000,Gdańsk,Śródmieście,10781,64.0,2,1,54.3541529,18.6413383
397000,Gdańsk,Łostowice,12030,33.0,6,5,54.3143954,18.5946641
725000,Gdynia,Chylonia,10069,72.0,4,0,54.5375896,18.476903
430000,Gdańsk,Orunia Górna,10238,42.0,3,2,54.3234344,18.610259
1621600,Gdańsk,Stare Przedmieście,20000,81.08,1,1,54.345155,18.6458535
510000,Gdynia,Karwiny,8500,60.0,2,1,54.4714887,18.5042026
730000,Sopot,Dolny Sopot,20277,36.0,3,3,54.4413716,18.5667326
399000,Gdańsk,Przymorze,14777,27.0,3,0,54.412261,18.5878398
445000,Gdańsk,Łostowice,10595,42.0,4,0,54.31051,18.5888248
529000,Gdańsk,Kowale,9880,53.54,2,2,54.3043859,18.5685833
999000,Gdańsk,Śródmieście,17839,56.0,5,3,54.3521336,18.6493113
1660000,Gdańsk,Przymorze,21012,79.0,2,3,54.4066572,18.5836606
1680000,Gdańsk,Matemblewo,13603,123.5,3,2,54.3614242,18.5575275
439000,Gdynia,Witomino,12436,35.3,4,1,54.5013275,18.5147885
2980000,Gdynia,Śródmieście,18395,162.0,3,2,54.5162368,18.5398165
1990000,Sopot,Wyścigi / Karlikowo,18426,108.0,4,2,54.4324918,18.5719738
1130000,Sopot,Dolny Sopot,15270,74.0,4,1,54.4429902,18.5662611
519900,Gdańsk,Łostowice,8252,63.0,3,2,54.3143954,18.5946641
690000,Gdynia,Demptowo,7995,86.3,3,5,54.5277217,18.4574807
1386165,Gdańsk,Dolne miasto,16500,84.01,2,1,54.3417478,18.6556146
584000,Gdańsk,Zakoniczyn,10053,58.09,2,1,54.3203686,18.5833994
880000,Gdańsk,Długie ogrody,10000,88.0,2,3,54.3505768,18.6615653
509000,Gdańsk,Przymorze,15377,33.1,1,1,54.40075695,18.59598509342389
555000,Gdańsk,Letnica,13875,40.0,3,0,54.3986679,18.646464
989000,Gdańsk,Siedlce,15453,64.0,2,7,54.3493986,18.6355331
235000,Gdynia,Cisowa,8514,27.6,3,0,54.5435551,18.4462317
899000,Sopot,Dolny Sopot,14500,62.0,2,1,54.4400543,18.5623213
589000,Gdańsk,Zaspa,12219,48.2,5,0,54.3949615,18.6108604
360000,Gdańsk,Stogi,13878,25.94,3,8,54.360206250000005,18.70585905143752
395000,Gdynia,Redłowo,9404,42.0,3,4,54.4944768,18.5505612
547000,Gdańsk,Zakoniczyn,9742,56.15,2,1,54.3189392,18.5833767
949000,Gdańsk,Długie ogrody,16946,56.0,4,5,54.3529391,18.6599081
798500,Gdańsk,Zaspa,11522,69.3,3,7,54.3975453,18.5955881
429000,Gdańsk,Jasień,12618,34.0,4,1,54.3412426,18.5609595
1500000,Sopot,Dolny Sopot,15463,97.0,2,0,54.4415462,18.5599806
499000,Gdańsk,Strzyża,8816,56.6,4,1,54.3870466,18.5907756
680000,Gdańsk,Przymorze,12592,54.0,2,6,54.4085855,18.5886131
1290000,Gdynia,Śródmieście,15052,85.7,3,0,54.5127506,18.5396818
349000,Gdynia,Obłuże,7721,45.2,3,4,54.5540572,18.5035998
695000,Gdynia,Śródmieście,13298,52.26,2,1,54.5181948,18.5356592
490000,Gdynia,Chylonia,9210,53.2,2,1,54.5392602,18.471961
620000,Gdynia,Karwiny,10333,60.0,3,0,54.4698104,18.5070831
390000,Gdańsk,Wrzeszcz,13929,28.0,2,2,54.374358,18.6065468
1100000,Gdańsk,Dolne miasto,13253,83.0,3,1,54.3401141,18.6541909
929000,Gdańsk,Wrzeszcz,13702,67.8,2,2,54.3807163,18.6150891
419900,Gdańsk,Stogi,9765,43.0,3,4,54.358222,18.7053712
415000,Gdańsk,Zakoniczyn,9387,44.21,2,0,54.3203686,18.5833994
419000,Gdańsk,Długie ogrody,11026,38.0,2,3,54.3483443,18.6698787
649000,Gdańsk,Wrzeszcz,12018,54.0,2,3,54.3867864,18.6257771
495000,Gdańsk,Śródmieście,10102,49.0,3,4,54.3468793,18.6443526
599000,Gdynia,Dąbrowa,11975,50.02,2,1,54.4595175,18.4524723
1730000,Gdańsk,Śródmieście,31737,54.51,2,6,54.3558637,18.661659
582000,Gdańsk,Jasień,9700,60.0,2,1,54.3316163,18.5487117
450000,Gdańsk,Żabianka,12162,37.0,1,2,54.4179618,18.5777267
1155000,Gdańsk,Śródmieście,18719,61.7,3,0,54.359657,18.648456
394165,Gdańsk,Jasień,9863,39.96,4,1,54.3536518,18.5500839
425000,Gdańsk,Jasień,14166,30.0,4,2,54.3488657,18.5503486
509000,Gdynia,Oksywie,9604,53.0,2,1,54.5458913,18.5362053
890000,Gdańsk,Suchanino,12678,70.2,6,0,54.3540595,18.6019997
479000,Gdańsk,Ujeścisko,12282,39.0,3,0,54.3335069,18.5857229
5950000,Gdańsk,Wrzeszcz,23151,257.0,4,2,54.3843027,18.5900734
1000000,Gdańsk,Suchanino,14285,70.0,1,1,54.3558049,18.6071618
419000,Gdańsk,Łostowice,11638,36.0,3,8,54.3143954,18.5946641
1590000,Sopot,Dolny Sopot,16459,96.6,3,6,54.4506143,18.5618459
525000,Sopot,Brodwino,9980,52.6,1,2,54.4566205,18.5334087
620000,Gdynia,Karwiny,10450,59.33,2,3,54.4698104,18.5070831
490000,Gdańsk,Wrzeszcz,10991,44.58,2,10,54.3833287,18.6113316
380000,Gdańsk,Jasień,8855,42.91,1,1,54.338969,18.5396705
3000000,Sopot,Dolny Sopot,26127,114.82,3,2,54.4415462,18.5599806
520000,Gdynia,Chylonia,11926,43.6,2,3,54.5392602,18.471961
419000,Gdańsk,Żabianka,13603,30.8,4,1,54.4201197,18.5756153
669000,Gdańsk,Wrzeszcz,12208,54.8,2,15,54.3780231,18.5825537
625000,Gdańsk,Zaspa,12966,48.2,3,6,54.3960035,18.6058212
3000000,Sopot,Dolny Sopot,26128,114.82,3,1,54.4415462,18.5599806
989000,Gdańsk,Siedlce,15453,64.0,3,0,54.3493986,18.6355331
619000,Gdańsk,Żabianka,11033,56.1,3,1,54.4179618,18.5777267
412000,Gdynia,Obłuże,8477,48.6,4,1,54.5540572,18.5035998
1235000,Gdańsk,Przymorze,20910,59.06,1,2,54.4141882,18.598898
2950000,Sopot,Dolny Sopot,22047,133.8,2,1,54.4449452,18.5641355
379000,Gdańsk,Kiełpinek,14037,27.0,3,3,54.3500116,18.5295497
615000,Gdańsk,Brzeźno,19935,30.85,2,4,54.3950583,18.6377062
540000,Gdańsk,Wrzeszcz,11489,47.0,3,3,54.3817696,18.6055111
995000,Gdańsk,Dolne miasto,15307,65.0,1,1,54.3401141,18.6541909
830000,Gdańsk,Siedlce,10375,80.0,3,3,54.3502967,18.624454
580000,Gdańsk,Wrzeszcz,9667,60.0,3,2,54.3965758,18.6178476
950000,Gdynia,Chwarzno,13380,71.0,2,2,54.5009485,18.4386309
469000,Gdynia,Obłuże,7607,61.65,2,4,54.5524466,18.5156962
425000,Gdynia,Chylonia,9444,45.0,1,3,54.5457503,18.4636617
240000,Gdynia,Karwiny,6539,36.7,3,3,54.4715737,18.4960165
550000,Gdynia,Wielki Kack,12850,42.8,1,2,54.4646878,18.481733
469000,Gdynia,Obłuże,7816,60.0,3,1,54.5524466,18.5156962
622000,Gdańsk,Śródmieście,16368,38.0,3,1,54.3555085,18.6543809
977000,Gdańsk,Kokoszki,7812,125.05,4,2,54.3578213,18.483839
729000,Gdańsk,Siedlce,13017,56.0,2,4,54.3493986,18.6355331
410000,Gdynia,Obłuże,7427,55.2,1,3,54.5524466,18.5156962
3499000,Gdynia,Redłowo,32100,109.0,3,2,54.4911699,18.5434649
1880000,Gdańsk,Jelitkowo,29841,63.0,2,4,54.4217032,18.6019497
400000,Gdańsk,Chełm,12121,33.0,4,4,54.3269397,18.6034716
650000,Gdynia,Wiczlino,10744,60.5,4,0,54.4866168,18.4280547
1730000,Gdańsk,Śródmieście,31737,54.51,2,1,54.3558637,18.661659
689000,Gdańsk,Jasień,8721,79.0,2,4,54.3536518,18.5500839
800000,Gdańsk,Osowa,8333,96.0,2,2,54.4206506,18.4605431
539000,Gdańsk,Łostowice,13475,40.0,3,3,54.3143954,18.5946641
575000,Gdańsk,Przymorze,12777,45.0,3,2,54.4059819,18.6039015
990000,Gdańsk,Brzeźno,21290,46.5,2,0,54.4064607,18.6279679
467707,Gdańsk,Łostowice,8977,52.1,2,1,54.321239,18.5985619
410000,Gdynia,Obłuże,6890,59.5,1,5,54.5613039,18.5097215
480000,Gdynia,Obłuże,9188,52.24,2,3,54.5543531,18.52428443988323
310000,Gdynia,Leszczynki,6951,44.6,2,2,54.5370588,18.4757235
309960,Gdynia,Oksywie,9000,34.44,4,0,54.5488509,18.5302022
475000,Gdynia,Pogórze,7100,66.9,2,1,54.5625013,18.4889567
680000,Gdynia,Oksywie,8564,79.4,2,1,54.5489093,18.5476574
445000,Gdynia,Redłowo,8900,50.0,3,4,54.4944768,18.5505612
495000,Gdańsk,Zakoniczyn,11928,41.5,3,1,54.3210054,18.5781918
599000,Gdynia,Cisowa,8984,66.67,3,4,54.5492188,18.4445379
649000,Gdynia,Karwiny,8340,77.81,2,0,54.4744042,18.4893941
629000,Gdańsk,Łostowice,9362,67.18,5,4,54.3143954,18.5946641
545000,Gdynia,Mały Kack,11586,47.04,3,3,54.4778319,18.5227236
1269000,Gdynia,Redłowo,19198,66.1,3,2,54.4911699,18.5434649
1490000,Gdańsk,Oliwa,9933,150.0,4,4,54.4053152,18.563706
649000,Gdańsk,Młode miasto,14235,45.59,4,1,54.3634523,18.6469647
549000,Gdynia,Dąbrowa,8659,63.4,3,2,54.4698964,18.4668049
635000,Gdańsk,Oliwa,15375,41.3,2,2,54.4175226,18.5590728
619000,Gdańsk,Żabianka,11033,56.1,3,3,54.4185573,18.5768663
449000,Gdynia,Obłuże,9265,48.46,2,1,54.5613039,18.5097215
399000,Gdańsk,Stogi,9500,42.0,5,10,54.364182,18.7060336
1800000,Gdańsk,Wrzeszcz,20053,89.76,3,5,54.3965758,18.6178476
370000,Gdynia,Witomino,12542,29.5,3,0,54.4980971,18.509797
1150000,Gdynia,Śródmieście,11795,97.5,4,0,54.5307586,18.5414865
459000,Gdańsk,Wrzeszcz,8345,55.0,2,3,54.3793801,18.6165043
2950000,Gdańsk,Wrzeszcz,34755,84.88,3,3,54.3762024,18.6071687
870000,Gdańsk,Osowa,9227,94.29,1,0,54.4222198,18.4526329
379000,Gdańsk,Jasień,10828,35.0,3,2,54.3316163,18.5487117
438000,Gdańsk,Letnica,14659,29.88,3,3,54.3986679,18.646464
850000,Gdańsk,Ujeścisko,7958,106.8,2,3,54.327724,18.5925125
814000,Gdańsk,Wrzeszcz,9058,89.86,4,2,54.3739989,18.6154218
1179000,Gdańsk,Letnica,18105,65.12,3,2,54.3904967,18.6474929
649000,Gdańsk,Wrzeszcz,16200,40.06,3,4,54.3965758,18.6178476
399000,Gdynia,Chylonia,4200,95.0,3,1,54.5403996,18.4610402
920000,Gdańsk,Oliwa,9645,95.39,3,0,54.4113113,18.5687171
499000,Gdańsk,Siedlce,9670,51.6,3,1,54.3511063,18.6352725
499000,Gdańsk,Ujeścisko,8560,58.29,1,4,54.327724,18.5925125
765000,Gdynia,Mały Kack,13873,55.14,3,3,54.4866885,18.5235025
709000,Gdynia,Wiczlino,16343,43.38,2,4,54.4854937,18.4409354
920000,Sopot,Dolny Sopot,18891,48.7,2,0,54.4442176,18.5630792
499000,Gdańsk,Łostowice,14257,35.0,3,3,54.3143954,18.5946641
385000,Gdynia,Karwiny,8020,48.0,3,2,54.4722746,18.4948404
669000,Gdańsk,Chełm,10388,64.4,3,0,54.3320361,18.6290213
1360000,Gdańsk,Oliwa,13465,101.0,3,5,54.409031,18.569676
449000,Gdynia,Oksywie,9883,45.43,2,2,54.5489093,18.5476574
569000,Gdańsk,Jasień,9118,62.4,4,1,54.3238638,18.5586781
1020000,Gdańsk,Długie ogrody,16451,62.0,4,4,54.351566,18.6680661
499000,Sopot,Brodwino,12170,41.0,2,0,54.4566205,18.5334087
1310000,Sopot,Dolny Sopot,13995,93.6,2,3,54.4415462,18.5599806
1500000,Sopot,Dolny Sopot,39062,38.4,5,6,54.4506143,18.5618459
724000,Sopot,Wyścigi / Karlikowo,15877,45.6,1,1,54.4349367,18.5784558
923500,Gdańsk,Stare Przedmieście,19993,46.19,3,2,54.3428414,18.6526102
2390000,Sopot,Dolny Sopot,21806,109.6,4,0,54.4455333,18.566533
1025000,Sopot,Dolny Sopot,26909,38.09,3,0,54.4425272,18.5708782
899000,Gdańsk,Długie ogrody,16648,54.0,6,17,54.3529391,18.6599081
980000,Gdańsk,Wrzeszcz,11658,84.06,1,0,54.3758422,18.6237968
775000,Gdańsk,Śródmieście,33872,22.88,1,4,54.3456228,18.6558958
287000,Gdynia,Dąbrowa,12478,23.0,3,0,54.4707716,18.4619517
699000,Gdańsk,Młode miasto,24321,28.74,2,1,54.3588463,18.6536521
419900,Sopot,Brodwino,13996,30.0,2,4,54.4566205,18.5334087
495000,Sopot,Kamienny Potok,11785,42.0,3,3,54.4532852,18.5492937
644199,Gdańsk,Orunia,9997,64.44,1,3,54.3210467,18.6360201
790000,Gdańsk,Morena,14469,54.6,2,1,54.3680995,18.59012245607376
890000,Gdynia,Dąbrowa,11280,78.9,2,4,54.4715348,18.4694115
530000,Gdańsk,Osowa,11288,46.95,2,11,54.4204107,18.4791309
595000,Gdańsk,Łostowice,10237,58.12,3,2,54.3143954,18.5946641
549000,Gdańsk,Wrzeszcz,11631,47.2,3,1,54.383418,18.6241828
787500,Gdynia,Śródmieście,12500,63.0,3,1,54.5208405,18.5320953
440000,Gdynia,Oksywie,7333,60.0,3,1,54.5489093,18.5476574
460000,Gdańsk,Orunia,10222,45.0,3,2,54.3268235,18.630472
389000,Gdańsk,Stogi,9131,42.6,2,0,54.3600113,18.7126565
635000,Gdańsk,Ujeścisko,10409,61.0,3,1,54.3295082,18.5795942
485000,Gdańsk,Przymorze,11279,43.0,2,3,54.4004043,18.5794872
829000,Gdańsk,Zaspa,12014,69.0,4,3,54.39476,18.6171429
1420000,Gdańsk,Oliwa,13524,105.0,2,2,54.4095215,18.5693828
550000,Gdańsk,Przymorze,12790,43.0,2,0,54.4016383,18.5772394
680000,Gdańsk,Chełm,9214,73.8,4,2,54.3388283,18.6255804
410000,Gdańsk,Ujeścisko,8916,45.98,3,2,54.3198438,18.5627477
389000,Gdańsk,Kowale,9725,40.0,2,1,54.31119,18.56453
670000,Gdynia,Śródmieście,10196,65.71,3,2,54.5224901,18.5392574
536000,Gdańsk,Wrzeszcz,11974,44.76,3,3,54.3814444,18.613255
495000,Sopot,Kamienny Potok,11811,41.91,2,4,54.4532852,18.5492937
510000,Gdynia,Chylonia,8500,60.0,2,10,54.5355426,18.4593452
850000,Gdańsk,Przymorze,18085,47.0,1,3,54.410513,18.5790189
360000,Gdańsk,Łostowice,10909,33.0,3,2,54.31051,18.5888248
820000,Gdańsk,Śródmieście,20000,41.0,3,2,54.3521336,18.6493113
699000,Gdańsk,Przymorze,12944,54.0,2,1,54.4141882,18.598898
579000,Gdańsk,Jasień,9309,62.2,3,1,54.3425831,18.5638165
450000,Gdańsk,Żabianka,12195,36.9,3,0,54.4179618,18.5777267
881100,Gdańsk,Długie ogrody,18000,48.95,1,2,54.3529391,18.6599081
375000,Gdańsk,Orunia,10135,37.0,3,0,54.3227394,18.6354569
495000,Gdynia,Leszczynki,8945,55.34,2,1,54.5370588,18.4757235
629900,Gdańsk,Śródmieście,27958,22.53,2,1,54.3456228,18.6558958
545000,Gdynia,Działki Leśne,12219,44.6,4,1,54.5180662,18.5307253
820000,Gdańsk,Śródmieście,20034,40.93,2,7,54.3468793,18.6443526
499000,Gdańsk,Dolne miasto,8338,59.85,2,3,54.3400512,18.6541733
2340000,Sopot,Dolny Sopot,18028,129.8,2,4,54.4426677,18.5653373
430000,Gdynia,Karwiny,9033,47.6,3,3,54.4722746,18.4948404
899000,Gdańsk,Wrzeszcz,18052,49.8,4,0,54.3843027,18.5900734
899000,Gdynia,Kamienna Góra,26340,34.13,4,7,54.5113078,18.5410134
760000,Gdynia,Wiczlino,9216,82.46,2,2,54.48708865,18.429896251779187
489000,Gdynia,Działki Leśne,9651,50.67,2,6,54.5193055,18.5297452
419000,Gdynia,Chylonia,10939,38.3,2,5,54.5448438,18.4619638
365000,Gdańsk,Maćkowy,9168,39.81,2,4,54.2978761,18.6079423
549000,Gdańsk,Chełm,8645,63.5,1,5,54.3359508,18.6279543
795000,Gdańsk,Dolne miasto,20921,38.0,1,1,54.3400512,18.6541733
1204800,Gdańsk,Śródmieście,24000,50.2,4,3,54.3512205,18.6554731
932500,Gdańsk,Śródmieście,25000,37.3,5,1,54.3512205,18.6554731
899000,Gdańsk,Niedźwiednik,8562,105.0,1,2,54.3743393,18.5663963
455000,Gdańsk,Kowale,10987,41.41,3,3,54.3132238,18.5706956
419000,Gdynia,Wielki Kack,9588,43.7,4,0,54.4668196,18.4821316
480000,Gdańsk,Wrzeszcz,11851,40.5,2,3,54.3768101,18.61329207601881
580000,Gdańsk,Żabianka,10301,56.3,3,3,54.4207672,18.5684877
1800000,Gdańsk,Dolne miasto,20718,86.88,3,3,54.3417478,18.6556146
499000,Gdańsk,Brzeźno,11340,44.0,4,2,54.4034316,18.6371331
