Cena,Miasto,Dzielnica,Cena za m2,M2,Pokoje,Pietro,Szerokosc,Dlugosc
1289000,Gdańsk,Wrzeszcz,10942,117.8,7,9,54.382458,18.6127532
669000,Gdańsk,Maćkowy,9656,69.28,1,2,54.2978761,18.6079423
2499000,Gdańsk,Wrzeszcz,18907,132.17,2,2,54.3762024,18.6071687
370000,Gdańsk,Siedlce,11959,30.94,3,1,54.3500247,18.6180712
649000,Gdańsk,Śródmieście,16225,40.0,2,3,54.3540791,18.6549669
435000,Gdynia,Demptowo,11856,36.69,3,9,54.5277217,18.4574807
775000,Gdańsk,Letnica,12302,63.0,2,4,54.3981198,18.6476667
775000,Gdańsk,Letnica,12302,63.0,3,1,54.3981198,18.6476667
490000,Sopot,Kamienny Potok,12564,39.0,2,2,54.4550588,18.5516535
1050000,Gdańsk,Letnica,15348,68.41,3,1,54.3986679,18.646464
499000,Gdańsk,Jasień,12064,41.36,3,1,54.3302518,18.5414146
399000,Gdańsk,Przymorze,10500,38.0,4,10,54.4087838,18.5891854
890000,Gdynia,Śródmieście,18267,48.72,3,4,54.5181948,18.5356592
1600000,Gdańsk,Wrzeszcz,18687,85.62,3,1,54.3833813,18.6127526
669000,Sopot,Kamienny Potok,12598,53.1,4,2,54.4541519,18.5520781
1600000,Gdańsk,Oliwa,17126,93.42,3,2,54.4089034,18.5648624
965000,Gdynia,Chwarzno,11996,80.44,2,0,54.4990683,18.4619058
769900,Gdańsk,Chełm,11736,65.6,3,1,54.329448,18.6034745
625000,Gdańsk,Jasień,10045,62.22,3,2,54.3235259,18.556442
560000,Gdańsk,Osowa,5600,100.0,2,2,54.4231057,18.4799435
449000,Gdynia,Oksywie,9883,45.43,3,1,54.5489093,18.5476574
990000,Gdańsk,Przymorze,14473,68.4,2,10,54.4043074,18.576655
599000,Gdańsk,Przymorze,13311,45.0,2,2,54.4016383,18.5772394
599000,Gdańsk,Śródmieście,14975,40.0,3,1,54.3540791,18.6549669
370000,Gdynia,Grabówek,12211,30.3,1,3,54.5226564,18.5158174
378000,Gdańsk,Osowa,9727,38.86,2,1,54.4335493,18.4689477
539000,Gdańsk,Zakoniczyn,8045,66.99,3,1,54.3189392,18.5833767
435000,Gdańsk,Przymorze,9456,46.0,2,2,54.4016383,18.5772394
665000,Gdynia,Chwarzno,11083,60.0,3,4,54.5009485,18.4386309
379000,Gdynia,Witomino,10829,35.0,3,16,54.5013131,18.5144914
449000,Gdynia,Oksywie,9760,46.0,5,3,54.5489093,18.5476574
2700000,Gdańsk,Przymorze,17647,153.0,4,1,54.4141882,18.598898
5600000,Gdynia,Orłowo,35000,160.0,5,0,54.4784857,18.5615744
1550000,Gdańsk,Śródmieście,18638,83.16,2,2,54.3505768,18.6615653
5600000,Gdynia,Orłowo,35000,160.0,3,2,54.4784857,18.5615744
679000,Gdańsk,Zaspa,14205,47.8,3,1,54.3975453,18.5955881
620000,Gdańsk,Jasień,11171,55.5,3,4,54.3358541,18.5570297
619000,Gdańsk,Jasień,9209,67.21,1,2,54.3320703,18.555303980684897
599000,Gdańsk,Oliwa,11301,53.0,4,2,54.39640495,18.57400997579134
449000,Gdańsk,Osowa,9892,45.39,2,0,54.4206436,18.4680747
1145000,Gdańsk,Wrzeszcz,10671,107.3,2,3,54.3817696,18.6055111
786000,Gdańsk,Śródmieście,16509,47.61,3,2,54.3513431,18.6539848
655000,Gdynia,Wielki Kack,9135,71.7,2,2,54.4686412,18.490985
299000,Gdynia,Witomino,11544,25.9,2,3,54.4974911,18.5174369
430000,Gdańsk,Młyniska,10142,42.4,5,1,54.3789811,18.6309741
575000,Gdańsk,Przymorze,12778,45.0,1,0,54.4059819,18.6039015
950000,Gdańsk,Jelitkowo,31667,30.0,4,1,54.4217032,18.6019497
545000,Gdynia,Grabówek,7956,68.5,3,0,54.5313144,18.4995877
1299000,Sopot,Wyścigi / Karlikowo,17162,75.69,3,2,54.4349367,18.5784558
755000,Gdynia,Kamienna Góra,14640,51.57,2,1,54.512028150000006,18.54605645661309
890000,Gdynia,Śródmieście,18541,48.0,2,2,54.5181948,18.5356592
399000,Gdynia,Chylonia,8952,44.57,2,1,54.5375896,18.476903
1349000,Sopot,Wyścigi / Karlikowo,16451,82.0,4,6,54.4334694,18.5709319
476000,Gdańsk,Żabianka,11070,43.0,2,2,54.4176938,18.5899494
828000,Gdańsk,Żabianka,12937,64.0,5,3,54.4179618,18.5777267
700000,Gdańsk,Letnica,17500,40.0,2,1,54.3981198,18.6476667
1449000,Gdynia,Witomino,10132,143.0,2,5,54.4939691,18.5149526
749000,Gdańsk,Śródmieście,10534,71.1,1,4,54.3524023,18.6492245
480000,Gdańsk,Żabianka,13773,34.85,1,4,54.4208948,18.5826737
385000,Gdańsk,Żabianka,14750,26.1,3,0,54.4185103,18.5822396594942
570000,Gdańsk,Śródmieście,19000,30.0,3,3,54.3521336,18.6493113
615000,Gdynia,Karwiny,9432,65.2,4,3,54.4736627,18.4905866
449000,Gdynia,Chylonia,8314,54.0,3,2,54.5406795,18.4612818
703300,Gdynia,Wiczlino,10000,70.33,2,1,54.5017614,18.4273379
1199000,Sopot,Dolny Sopot,15986,75.0,1,2,54.4426677,18.5653373
480000,Gdańsk,Siedlce,11052,43.43,2,1,54.3511063,18.6352725
350000,Gdańsk,Niedźwiednik,12962,27.0,3,2,54.3743393,18.5663963
445000,Gdańsk,Wrzeszcz,12642,35.2,2,3,54.3965758,18.6178476
650000,Gdańsk,Niedźwiednik,10000,65.0,2,1,54.3737649,18.5643553
530000,Gdańsk,Siedlce,10291,51.5,5,3,54.3521653,18.61442
820000,Gdynia,Mały Kack,5857,140.0,2,2,54.4815698,18.5316662
449000,Gdynia,Wielki Kack,9782,45.9,2,0,54.4686412,18.490985
459000,Gdańsk,Nowy Port,6850,67.0,1,4,54.4017386,18.673789
519000,Gdynia,Działki Leśne,9981,52.0,3,1,54.5196732,18.528029
699000,Gdańsk,Orunia Górna,12482,56.0,3,0,54.3247964,18.6181892
615000,Gdańsk,Osowa,8800,69.88,4,3,54.4239674,18.4828779
980000,Sopot,Dolny Sopot,13558,72.28,3,1,54.4415462,18.5599806
1179000,Gdańsk,Jasień,10252,115.0,4,1,54.3302518,18.5414146
879000,Gdynia,Wiczlino,9659,91.0,3,1,54.4854937,18.4409354
1290000,Gdańsk,Ujeścisko,11834,109.0,1,1,54.3337106,18.5911818
699000,Gdynia,Wiczlino,11334,61.67,3,9,54.4866168,18.4280547
1799000,Gdańsk,Przymorze,28109,64.0,3,3,54.4091767,18.5832127
370000,Gdańsk,Siedlce,11958,30.94,2,9,54.3493986,18.6355331
1100000,Gdańsk,Brzeźno,12113,90.81,1,1,54.4074404,18.6299644
739000,Gdańsk,Śródmieście,9853,75.0,5,3,54.3468793,18.6443526
370000,Gdańsk,Siedlce,11958,30.94,4,1,54.3493986,18.6355331
1099000,Gdańsk,Jasień,9866,111.39,3,4,54.3349283,18.559323
1199000,Gdańsk,Strzyża,10248,117.0,2,3,54.3890218,18.5768253
1099000,Gdańsk,Śródmieście,18377,59.8,3,4,54.3488383,18.6482413
475000,Gdańsk,Przymorze,12500,38.0,3,0,54.4016383,18.5772394
635000,Gdańsk,Jasień,9665,65.7,4,1,54.3358541,18.5570297
599000,Gdynia,Dąbrowa,7404,80.9,3,0,54.4687064,18.4654781
860000,Gdańsk,Osowa,10058,85.5,4,3,54.4206286,18.4774796
834000,Gdańsk,Długie ogrody,12636,66.0,4,4,54.3487555,18.6698573
729000,Gdańsk,Strzyża,6142,118.68,3,2,54.3913072,18.5853356
399000,Gdańsk,Orunia,10783,37.0,2,4,54.3288913,18.6317189
735000,Gdańsk,Jasień,12458,59.0,2,1,54.3226204,18.5613295
529000,Gdynia,Chwarzno,9618,55.0,3,1,54.500733,18.4428336
1400000,Gdańsk,Śródmieście,30198,46.36,7,3,54.3558637,18.661659
1397000,Gdańsk,Siedlce,19403,72.0,2,4,54.3532463,18.6341863
1899000,Gdańsk,Oliwa,11240,168.95,5,1,54.3987057,18.5688676
970000,Gdańsk,Dolne miasto,20120,48.21,3,4,54.3446885,18.6692991
999000,Gdańsk,Jasień,7545,132.4,4,4,54.3433363,18.5622703
749000,Gdańsk,Ujeścisko,11984,62.5,3,0,54.32899,18.5835346
997000,Gdynia,Dąbrowa,10672,93.42,2,2,54.4715348,18.4694115
485000,Gdynia,Oksywie,10587,45.81,3,4,54.5489093,18.5476574
420000,Gdańsk,Stogi,9767,43.0,3,2,54.3595801,18.71465275
588000,Gdańsk,Wrzeszcz,9983,58.9,2,0,54.3778977,18.5979346
599000,Gdańsk,Żabianka,10696,56.0,4,1,54.4236793,18.5760945
399000,Gdańsk,Stogi,11946,33.4,3,2,54.358222,18.7053712
659000,Gdańsk,Suchanino,10460,63.0,2,2,54.3552491,18.5965089
695000,Gdańsk,Zaspa,11282,61.6,3,0,54.3975453,18.5955881
559000,Gdynia,Demptowo,10000,55.9,3,4,54.5277217,18.4574807
820000,Gdańsk,Przymorze,10250,80.0,3,1,54.4119169,18.6005595
3300000,Gdańsk,Jelitkowo,41147,80.2,3,2,54.4217032,18.6019497
499000,Gdańsk,Ujeścisko,9415,53.0,3,4,54.328373,18.5982754
2224320,Gdańsk,Oliwa,24000,92.68,3,2,54.4063189,18.5614956
699000,Gdańsk,Wrzeszcz,9708,72.0,2,1,54.3777724,18.5885277
750000,Gdynia,Dąbrowa,8929,84.0,3,6,54.4595175,18.4524723
509999,Gdańsk,Zakoniczyn,10408,49.0,4,1,54.3189392,18.5833767
1400000,Sopot,Dolny Sopot,14643,95.61,2,4,54.4425272,18.5708782
710000,Gdańsk,Jasień,10609,66.92,3,3,54.3393039,18.5681711
539000,Gdynia,Mały Kack,11692,46.1,2,4,54.4658973,18.5116525
479000,Gdynia,Redłowo,10413,46.0,1,1,54.4939715,18.5482429
525000,Gdańsk,Brzeźno,13461,39.0,2,1,54.4044758,18.6369503
478000,Gdańsk,Młode miasto,15350,31.14,3,3,54.3588463,18.6536521
520000,Gdynia,Chylonia,8813,59.0,4,1,54.5379601,18.4583604
755000,Gdańsk,Wrzeszcz,11102,68.0,3,1,54.3965758,18.6178476
799000,Gdańsk,Chełm,10841,73.7,3,3,54.3413356,18.6173376
459000,Gdańsk,Ujeścisko,7524,61.0,3,4,54.3176365,18.582287
650000,Gdańsk,Oliwa,12500,52.0,2,2,54.4175226,18.5590728
869000,Gdańsk,Ujeścisko,11134,78.05,3,8,54.3392888,18.5860803
410000,Gdynia,Pogórze,7361,55.7,2,1,54.5620418,18.4984929
469000,Gdańsk,Suchanino,11167,42.0,2,2,54.3526634,18.6090133
545000,Gdynia,Mały Kack,14089,38.68,3,0,54.4693261,18.5190236
815000,Gdynia,Wiczlino,13967,58.35,4,2,54.4839443,18.4369961
680000,Gdańsk,Dolne miasto,10968,62.0,3,1,54.3431357,18.6618104
1299000,Gdańsk,Śródmieście,12490,104.0,2,0,54.3490788,18.6663406
918000,Gdynia,Mały Kack,11447,80.19,2,3,54.4866885,18.5235025
379000,Gdynia,Witomino,10953,34.6,3,1,54.5007428,18.5046602
370000,Gdańsk,Orunia,9864,37.51,4,1,54.3227394,18.6354569
549223,Gdańsk,Ujeścisko,9200,59.7,5,14,54.3337106,18.5911818
3590000,Gdańsk,Jelitkowo,35196,102.0,4,4,54.4217032,18.6019497
2720000,Gdynia,Redłowo,14553,186.9,3,2,54.4926223,18.5471859
749000,Gdańsk,Przymorze,12003,62.4,3,4,54.4043074,18.576655
469000,Gdynia,Leszczynki,8455,55.47,3,1,54.5370588,18.4757235
610000,Sopot,Kamienny Potok,13769,44.3,3,1,54.4541519,18.5520781
720000,Gdańsk,Brzeźno,12386,58.13,2,0,54.4013235,18.633564406011097
510000,Gdynia,Obłuże,8095,63.0,2,1,54.5790248,18.520020881578414
584000,Gdynia,Witomino,9993,58.44,2,4,54.4978684,18.5055284
599000,Gdynia,Dąbrowa,11932,50.2,1,6,54.4595175,18.4524723
1850000,Sopot,Dolny Sopot,29791,62.1,3,3,54.4425272,18.5708782
960000,Gdańsk,Jelitkowo,32000,30.0,3,1,54.4217032,18.6019497
640000,Gdynia,Śródmieście,10578,60.5,3,3,54.5161278,18.5383627
409000,Gdynia,Pogórze,6816,60.0,4,1,54.5625013,18.4889567
619000,Gdańsk,Nowy Port,11123,55.65,3,1,54.3999773,18.6671315
790000,Gdańsk,Kiełpinek,8867,89.09,3,3,54.3528312,18.5303177
683928,Gdynia,Wiczlino,9499,72.0,2,1,54.4839443,18.4369961
990000,Gdynia,Chwarzno,11592,85.4,1,1,54.5009485,18.4386309
499000,Gdańsk,Siedlce,11175,44.65,4,3,54.3511063,18.6352725
360000,Gdynia,Redłowo,12756,28.22,3,3,54.4939715,18.5482429
599000,Gdańsk,Śródmieście,11837,50.6,4,0,54.345155,18.6458535
749000,Gdańsk,Zaspa,12003,62.4,4,1,54.3934831,18.6016701
2001600,Gdańsk,Oliwa,24000,83.4,4,0,54.4063189,18.5614956
1290000,Gdańsk,Długie ogrody,19904,64.81,2,0,54.3505768,18.6615653
2001600,Gdańsk,Oliwa,24000,83.4,1,6,54.4063189,18.5614956
1127280,Gdańsk,Oliwa,24000,46.97,2,3,54.4063189,18.5614956
335000,Gdynia,Wielki Kack,10948,30.6,4,3,54.467454,18.4899048
439000,Gdańsk,Przymorze,9145,48.0,3,1,54.4034704,18.5910556
1580000,Gdynia,Wielki Kack,12574,125.65,3,0,54.4646878,18.481733
549000,Gdynia,Dąbrowa,9368,58.6,2,2,54.4717265,18.4719171
549000,Gdańsk,Jasień,10558,52.0,2,6,54.3302562,18.5595824
399000,Gdańsk,Stogi,11400,35.0,3,3,54.3613318,18.7109654
490000,Gdańsk,Przymorze,12894,38.0,2,1,54.4087838,18.5891854
449000,Gdańsk,Orunia,8634,52.0,2,1,54.3296518,18.6263369
640000,Gdańsk,Strzyża,12955,49.4,3,0,54.3804861,18.5882359
519000,Gdynia,Obłuże,9792,53.0,3,6,54.5524466,18.5156962
439000,Gdańsk,Karczemki,7996,54.9,2,1,54.3551274,18.5082103
669000,Gdańsk,Przymorze,12388,54.0,2,4,54.4085855,18.5886131
850000,Gdańsk,Przymorze,24285,35.0,2,0,54.4141882,18.598898
399000,Gdańsk,Orunia Górna,11735,34.0,2,2,54.310964,18.5982052
700000,Gdańsk,Zaspa,16666,42.0,2,0,54.3885698,18.6030886
469000,Gdańsk,Wrzeszcz,12335,38.02,3,1,54.383134,18.6098888
389000,Gdańsk,Stogi,11051,35.2,2,0,54.3600113,18.7126565
995000,Gdańsk,Długie ogrody,21532,46.21,2,1,54.3529391,18.6599081
695000,Gdańsk,Wrzeszcz,12705,54.7,3,10,54.3894849,18.6183033
550000,Gdańsk,Orunia,12790,43.0,2,1,54.3252271,18.6321916
529000,Gdańsk,Zakoniczyn,9618,55.0,2,9,54.3210054,18.5781918
799000,Gdańsk,Przymorze,17995,44.4,3,2,54.4059819,18.6039015
1120000,Gdańsk,Przymorze,23333,48.0,1,0,54.4158038,18.5869742
970000,Gdańsk,Wrzeszcz,13837,70.1,1,6,54.3823293,18.5980892
379000,Gdańsk,VII Dwór,15160,25.0,3,0,54.3883084,18.571755
622000,Gdańsk,Śródmieście,16325,38.1,3,9,54.3555085,18.6543809
890000,Gdańsk,Przymorze,16181,55.0,3,1,54.4141882,18.598898
479000,Gdańsk,Siedlce,8535,56.12,2,6,54.3493986,18.6355331
834000,Gdańsk,Długie ogrody,12636,66.0,3,1,54.3487555,18.6698573
1900000,Gdynia,Orłowo,24973,76.08,4,2,54.477244,18.5500071
890000,Gdańsk,Przymorze,16181,55.0,4,4,54.4141882,18.598898
1375000,Gdynia,Mały Kack,13297,103.4,6,1,54.4778319,18.5227236
450000,Gdynia,Grabówek,8074,55.73,4,1,54.5285411,18.5057323
1220000,Gdynia,Orłowo,9037,135.0,3,1,54.4849523,18.5350167
649000,Gdynia,Karwiny,10285,63.1,7,2,54.4722746,18.4948404
499000,Gdańsk,Nowy Port,8754,57.0,2,0,54.3993431,18.6689076
1599000,Gdańsk,Oliwa,14150,113.0,3,0,54.4130584,18.5553137
649000,Gdynia,Karwiny,10285,63.1,3,2,54.472733,18.49277075650127
669000,Gdańsk,Kiełpinek,13117,51.0,3,3,54.350542,18.5374307
459000,Gdańsk,Kowale,9562,48.0,3,3,54.3043859,18.5685833
640000,Gdańsk,Zaspa,9846,65.0,3,2,54.3885698,18.6030886
419000,Gdynia,Pogórze,6982,60.01,3,2,54.5625013,18.4889567
999000,Gdańsk,Jasień,15109,66.12,4,2,54.3536518,18.5500839
685000,Gdańsk,Dolne miasto,9270,73.89,3,8,54.3428295,18.6640671
1210000,Gdańsk,Przymorze,16914,71.54,1,0,54.4043074,18.576655
479000,Gdynia,Obłuże,9037,53.0,4,10,54.5515,18.5067388
399000,Gdańsk,Oliwa,13125,30.4,2,2,54.4133362,18.5549714
1290000,Gdańsk,Długie ogrody,19904,64.81,5,0,54.3505768,18.6615653
399000,Gdańsk,Przymorze,10500,38.0,2,4,54.4034704,18.5910556
1149000,Gdańsk,Morena,9447,121.62,3,8,54.3680995,18.59012245607376
669000,Gdańsk,Kiełpinek,13117,51.0,1,2,54.350542,18.5374307
597000,Gdynia,Redłowo,11660,51.2,1,7,54.4927005,18.5538525
410000,Gdańsk,Oliwa,13486,30.4,1,3,54.4133362,18.5549714
1350000,Gdańsk,Jelitkowo,36844,36.64,2,3,54.4217032,18.6019497
425000,Gdańsk,Oliwa,13971,30.42,4,0,54.4133362,18.5549714
1335000,Gdańsk,Śródmieście,27935,47.79,2,2,54.3558637,18.661659
1980000,Sopot,Dolny Sopot,21902,90.4,3,0,54.4450501,18.5670178
956000,Gdynia,Wiczlino,13266,72.06,3,2,54.4866168,18.4280547
599000,Gdańsk,Siedlce,9412,63.64,3,4,54.3532463,18.6341863
799000,Gdynia,Wielki Kack,9366,85.3,6,4,54.4671364,18.5021788
485000,Gdynia,Chylonia,9133,53.1,2,2,54.5422938,18.4620586
1149000,Sopot,Wyścigi / Karlikowo,14749,77.9,4,0,54.4349367,18.5784558
430000,Gdańsk,Przymorze,12951,33.2,3,6,54.4016383,18.5772394
1390000,Gdańsk,Wrzeszcz,14616,95.1,2,6,54.3823293,18.5980892
749000,Gdańsk,Jasień,12694,59.0,3,4,54.34437,18.533751
419800,Gdańsk,Przymorze,9126,46.0,3,2,54.4016383,18.5772394
1123965,Gdańsk,Przymorze,17700,63.5,4,0,54.4087838,18.5891854
899000,Gdańsk,Kiełpinek,12896,69.71,3,1,54.3528312,18.5303177
1950500,Gdańsk,Śródmieście,23500,83.0,3,1,54.3456228,18.6558958
669000,Gdańsk,Ujeścisko,11025,60.68,4,1,54.32899,18.5835346
655000,Gdańsk,Jasień,9397,69.7,2,6,54.3349283,18.559323
430000,Gdynia,Pustki Cisowskie,7166,60.0,3,8,54.5326185,18.449443
999000,Gdańsk,Dolne miasto,17224,58.0,3,4,54.3446885,18.6692991
1575000,Gdańsk,Przymorze,21981,71.65,3,0,54.4141882,18.598898
799000,Gdańsk,Zaspa,12928,61.8,3,3,54.3975453,18.5955881
1282308,Gdynia,Mały Kack,13999,91.6,3,3,54.4736509,18.5070401
1400000,Sopot,Dolny Sopot,20446,68.47,3,3,54.4402888,18.5686813
580000,Gdańsk,Orunia Górna,10394,55.8,4,3,54.3266167,18.6191145
645000,Gdańsk,Chełm,8739,73.8,4,4,54.3382684,18.6062619
599000,Gdańsk,Zakoniczyn,10067,59.5,4,2,54.3189392,18.5833767
690000,Gdynia,Demptowo,7995,86.3,3,3,54.5277217,18.4574807
954000,Gdynia,Wielki Kack,8866,107.6,2,2,54.4690608,18.4866248
479000,Gdynia,Pogórze,7615,62.9,3,3,54.5620418,18.4984929
1029000,Gdańsk,Zaspa,13226,77.8,3,2,54.394244,18.5874811
529000,Gdynia,Witomino,8816,60.0,5,2,54.4925803,18.5084225
899000,Gdańsk,Przymorze,14825,60.64,5,0,54.4034704,18.5910556
1800000,Sopot,Dolny Sopot,11518,156.27,2,3,54.4489703,18.5564819
449000,Gdynia,Obłuże,8503,52.8,2,3,54.5543531,18.52428443988323
469000,Gdynia,Witomino,11092,42.28,3,3,54.4980971,18.509797
997000,Gdańsk,Ujeścisko,10708,93.1,4,8,54.32899,18.5835346
700000,Gdynia,Oksywie,13290,52.67,5,2,54.5486365,18.5428752
999000,Sopot,Dolny Sopot,7291,137.0,1,3,54.4489703,18.5564819
619000,Gdańsk,Zaspa,9702,63.8,3,4,54.3960035,18.6058212
565000,Sopot,Brodwino,17121,33.0,3,5,54.4566205,18.5334087
709000,Gdynia,Wiczlino,10245,69.2,3,1,54.4854937,18.4409354
870000,Gdańsk,Brzeźno,11301,76.98,3,10,54.4013235,18.633564406011097
479000,Gdynia,Pogórze,7713,62.1,3,1,54.5593172,18.4945952
1053000,Gdynia,Działki Leśne,13414,78.5,2,1,54.5180662,18.5307253
1289000,Gdańsk,Przymorze,19782,65.16,6,1,54.4034704,18.5910556
815000,Gdynia,Wiczlino,13967,58.35,4,2,54.4948708,18.4405821
3240000,Gdynia,Mały Kack,16770,193.2,2,2,54.4753488,18.5168559
784000,Gdynia,Wiczlino,7840,100.0,4,2,54.4873186,18.4269035
399000,Gdynia,Karwiny,11139,35.82,3,1,54.4698104,18.5070831
1898000,Sopot,Dolny Sopot,21042,90.2,4,0,54.4480421,18.565532
539000,Gdańsk,Orunia Górna,10737,50.2,3,4,54.3142051,18.6011898
985000,Gdańsk,Chełm,10993,89.6,4,1,54.3269397,18.6034716
569000,Gdańsk,Nowy Port,9139,62.26,3,0,54.4026276,18.6635033
899000,Gdańsk,Jasień,10490,85.7,4,0,54.3349283,18.559323
610000,Gdynia,Obłuże,9682,63.0,2,0,54.5548563,18.5103512
899000,Gdańsk,Orunia Górna,10576,85.0,1,8,54.3230183,18.6041035
479000,Gdynia,Wiczlino,11140,43.0,2,0,54.4968102,18.4383977
299000,Gdynia,Oksywie,8305,36.0,3,2,54.5488509,18.5302022
1070000,Gdańsk,Letnica,16648,64.27,2,2,54.3904967,18.6474929
1490000,Sopot,Dolny Sopot,23538,63.3,3,0,54.4412515,18.5729606
599000,Gdynia,Śródmieście,10404,57.57,3,0,54.5234855,18.5445976
955000,Gdańsk,Siedlce,13717,69.62,2,3,54.3466052,18.6291644
2076000,Sopot,Dolny Sopot,16578,125.22,4,1,54.4415462,18.5599806
1100000,Sopot,Dolny Sopot,13095,84.0,2,3,54.4489703,18.5564819
1300000,Sopot,Dolny Sopot,24528,53.0,3,1,54.4442176,18.5630792
1212000,Sopot,Dolny Sopot,20914,57.95,2,1,54.4506143,18.5618459
975000,Gdynia,Mały Kack,9838,99.1,4,6,54.4658973,18.5116525
1800000,Sopot,Dolny Sopot,28985,62.1,3,3,54.4425272,18.5708782
785000,Gdańsk,Osowa,11329,69.29,3,7,54.4213261,18.4725838
515000,Gdynia,Leszczynki,9066,56.8,2,2,54.5370588,18.4757235
619000,Gdańsk,Ujeścisko,9523,65.0,2,0,54.3198438,18.5627477
579000,Gdańsk,Stare Przedmieście,14475,40.0,2,0,54.345155,18.6458535
625000,Gdynia,Śródmieście,10907,57.3,2,3,54.5234855,18.5445976
1800000,Gdańsk,Dolne miasto,22500,80.0,2,0,54.3421707,18.6608919
449000,Gdynia,Śródmieście,12135,37.0,1,1,54.5162368,18.5398165
235000,Gdynia,Cisowa,8514,27.6,1,22,54.5435551,18.4462317
1060875,Gdańsk,Śródmieście,22500,47.15,3,2,54.3456228,18.6558958
1534275,Gdańsk,Śródmieście,22500,68.19,3,0,54.3456228,18.6558958
2800000,Gdynia,Śródmieście,35131,79.7,2,2,54.5220498,18.5466439
1779000,Gdańsk,Jelitkowo,30672,58.0,2,4,54.4217032,18.6019497
549000,Gdańsk,Oliwa,13406,40.95,2,0,54.4150643,18.5551019
489000,Gdańsk,Brzeźno,13437,36.39,3,0,54.4073133,18.6353861
349900,Gdańsk,Zakoniczyn,9965,35.11,2,0,54.318336,18.5676373
509000,Gdynia,Pogórze,8079,63.0,1,3,54.5627029,18.4935861
830000,Gdańsk,Wrzeszcz,16938,49.0,3,2,54.3945614,18.6183213
799000,Gdańsk,Oliwa,11943,66.9,4,2,54.4217265,18.5644743
360000,Gdynia,Śródmieście,15483,23.25,2,2,54.5208405,18.5320953
1250000,Gdańsk,Przymorze,17472,71.54,4,1,54.4043074,18.576655
670000,Gdańsk,Letnica,17179,39.0,2,0,54.3904967,18.6474929
980000,Gdynia,Mały Kack,12760,76.8,2,0,54.4731174,18.5173815
569000,Gdańsk,Jasień,11289,50.4,3,3,54.3316163,18.5487117
975000,Gdańsk,Letnica,15000,65.0,3,2,54.3986679,18.646464
399000,Gdynia,Cisowa,6939,57.5,4,7,54.5439984,18.452518
1350000,Gdańsk,Wrzeszcz,12618,106.99,2,6,54.3811737,18.6076775
920000,Gdańsk,Siedlce,14153,65.0,3,5,54.3466052,18.6291644
889000,Gdańsk,Młode miasto,17780,50.0,2,2,54.3588463,18.6536521
3300000,Gdynia,Orłowo,26190,126.0,3,0,54.4826728,18.5414687
450000,Gdańsk,Jasień,11141,40.39,5,4,54.3393039,18.5681711
599000,Gdańsk,Jasień,10609,56.46,2,0,54.3272503,18.5595174
2890000,Sopot,Dolny Sopot,21675,133.33,2,2,54.4450501,18.5670178
449000,Gdańsk,Siedlce,9842,45.62,2,0,54.3511063,18.6352725
770000,Gdańsk,Stare Przedmieście,15098,51.0,3,4,54.3446869,18.6516446
1500000,Sopot,Dolny Sopot,20920,71.7,1,6,54.4402888,18.5686813
459000,Gdańsk,Wrzeszcz,14617,31.4,3,8,54.3766522,18.6075306
1399000,Gdańsk,Przymorze,29893,46.8,3,0,54.4087838,18.5891854
485000,Gdynia,Chylonia,9133,53.1,2,4,54.5422938,18.4620586
640000,Gdańsk,Chełm,9922,64.5,2,4,54.333439,18.6245068
1070000,Gdańsk,Letnica,16648,64.27,2,5,54.3904967,18.6474929
699000,Gdańsk,Długie ogrody,19580,35.7,2,1,54.3529391,18.6599081
2090000,Gdańsk,Śródmieście,34833,60.0,4,9,54.3456228,18.6558958
665000,Gdańsk,Śródmieście,17790,37.38,5,2,54.3487517,18.6471706
639000,Gdańsk,Długie ogrody,10650,60.0,2,0,54.3487555,18.6698573
1536726,Gdynia,Wielki Kack,9661,159.05,3,2,54.4695207,18.5000195
395000,Gdańsk,Przymorze,10394,38.0,2,1,54.4093835,18.6009942
1305750,Gdańsk,Dolne miasto,15000,87.05,2,4,54.3417478,18.6556146
775000,Gdańsk,Przymorze,14915,51.96,3,2,54.4034704,18.5910556
430000,Gdańsk,Łostowice,12647,34.0,2,0,54.3143954,18.5946641
967000,Gdynia,Chwarzno,15349,63.0,2,2,54.5008511,18.4367993
470000,Gdańsk,Jasień,10814,43.46,2,0,54.3351778,18.5369855
530000,Gdańsk,Siedlce,10291,51.5,2,1,54.3500247,18.6180712
952000,Gdańsk,Śródmieście,17000,56.0,4,3,54.3514191,18.6492273
499000,Gdańsk,Osowa,8527,58.52,2,2,54.4213261,18.4725838
1099000,Gdańsk,Zaspa,12929,85.0,2,0,54.3975453,18.5955881
469000,Gdańsk,Siedlce,10798,43.43,4,3,54.3511063,18.6352725
389000,Gdynia,Chylonia,9898,39.3,3,2,54.5417838,18.461057
599000,Gdańsk,Wrzeszcz,10345,57.9,2,0,54.3965758,18.6178476
499000,Gdańsk,Przymorze,11088,45.0,3,3,54.4141882,18.598898
719000,Gdańsk,Jasień,11377,63.2,2,3,54.3456465,18.5303984
780000,Gdańsk,Suchanino,10939,71.3,2,17,54.3540595,18.6019997
530000,Gdańsk,Siedlce,10291,51.5,2,1,54.3521653,18.61442
1780000,Gdańsk,Jelitkowo,30689,58.0,2,1,54.4217032,18.6019497
425000,Gdynia,Grabówek,8500,50.0,1,2,54.5300856,18.5020232
